0.895693,0.810766,0.903973,0.645759,0.765048,0.655271,0.733884,0.650375,0.758176,0.784196,0.928359,0.611202,0.729765,0.656077,0.882144,0.812576,0.644731,0.809465,0.885297,0.990749,0.682356,0.880239,0.939928,0.976098,0.875008,0.750693,0.691152,0.744581,0.634852,0.944416,0.889845,0.938391,0.763029,0.801665,0.991996,0.935923,0.864782,0.733726,0.594144,0.630804,0.925768,0.930349,0.649852,0.663379,0.594272,0.939842,0.883801,0.646849,0.757153,0.776944,0
0.369438,0.57135,0.389023,0.317212,0.555294,0.671877,0.475752,0.654292,0.424304,0.518449,0.606554,0.321996,0.464686,0.377429,0.531507,0.464528,0.321198,0.404135,0.6061,0.323188,0.442785,0.539714,0.661383,0.500483,0.610939,0.663501,0.448171,0.502586,0.318196,0.613171,0.687376,0.371486,0.468373,0.360252,0.37255,0.707518,0.715981,0.532154,0.645662,0.424137,0.334455,0.536068,0.429985,0.482993,0.597349,0.645343,0.631373,0.602399,0.33333,0.521324,1
0.465873,0.316401,0.201324,0.411108,0.500736,0.496114,0.358461,0.232759,0.282552,0.360509,0.529781,0.25378,0.415847,0.282006,0.297884,0.472249,0.273376,0.297717,0.288255,0.20289,0.405706,0.306562,0.42281,0.519543,0.473407,0.304011,0.448739,0.388631,0.190262,0.465921,0.193808,0.483553,0.209739,0.22255,0.32208,0.537893,0.546082,0.507959,0.19807,0.256053,0.295887,0.55527,0.337252,0.539152,0.264694,0.462554,0.43882,0.365488,0.187689,0.554493,2
0.627574,0.652591,0.52025,0.477802,0.599553,0.421075,0.609232,0.47571,0.637125,0.626912,0.769049,0.658351,0.537883,0.406206,0.708319,0.687381,0.771518,0.68182,0.622759,0.797007,0.765291,0.746064,0.779695,0.529961,0.712635,0.471808,0.419933,0.578873,0.664714,0.435041,0.560784,0.487929,0.683273,0.676675,0.561373,0.478467,0.693391,0.766245,0.549818,0.526157,0.588798,0.514507,0.780149,0.722322,0.516355,0.684109,0.605344,0.483514,0.561569,0.423744,3
0.49804,0.54438,0.787327,0.473376,0.669981,0.695603,0.540825,0.685556,0.470117,0.80118,0.716237,0.626542,0.48475,0.595152,0.498857,0.641764,0.66926,0.787889,0.60365,0.814719,0.509687,0.788089,0.524867,0.485476,0.706052,0.636863,0.765226,0.507038,0.716017,0.522436,0.526423,0.78782,0.640579,0.487513,0.434959,0.484323,0.756879,0.549546,0.743641,0.800758,0.524489,0.633641,0.601063,0.583002,0.802556,0.673683,0.798529,0.645578,0.635335,0.575942,4
0.587718,0.672443,0.491453,0.686348,0.731682,0.771268,0.496973,0.670671,0.452069,0.386753,0.76687,0.552254,0.748336,0.581211,0.61353,0.757057,0.639296,0.544171,0.480366,0.5567,0.518692,0.578618,0.764104,0.693518,0.735382,0.740422,0.540963,0.707674,0.559763,0.750061,0.457378,0.767585,0.642608,0.568935,0.674037,0.594394,0.560307,0.391114,0.485168,0.632479,0.397971,0.472142,0.404837,0.766411,0.673456,0.63847,0.743572,0.532856,0.402745,0.444042,5
0.547661,0.379542,0.480764,0.531869,0.293163,0.43625,0.492395,0.45423,0.364027,0.272262,0.424395,0.441509,0.259951,0.287107,0.230548,0.554091,0.501604,0.410958,0.565309,0.606876,0.26354,0.583384,0.299122,0.288481,0.569899,0.592682,0.547054,0.533575,0.345642,0.569903,0.59772,0.275406,0.331548,0.460586,0.589378,0.406814,0.278939,0.463875,0.243147,0.425069,0.51824,0.449645,0.248682,0.560293,0.518855,0.261332,0.496488,0.402562,0.454393,0.4439,6
0.765798,0.874294,0.783645,0.847023,0.944877,0.735647,0.821808,0.874035,0.651324,0.949553,0.826041,0.631147,0.607063,0.939692,0.873836,0.978543,0.728609,0.934878,0.824522,0.753859,0.74205,0.724864,0.985607,0.772835,0.667261,0.886564,0.81627,0.945852,0.671229,0.652766,0.771855,0.844874,0.934906,0.963346,0.699743,0.887629,0.706838,0.929397,0.76951,0.766008,0.886797,0.603397,0.805001,0.901705,0.950935,0.686683,0.888095,0.68739,0.629408,0.720462,0
0.573088,0.503298,0.577167,0.566541,0.683979,0.652274,0.460951,0.508095,0.605972,0.540027,0.568708,0.385673,0.392746,0.51146,0.356865,0.500335,0.406936,0.471549,0.437578,0.584292,0.645403,0.332221,0.595535,0.458251,0.641772,0.554316,0.55278,0.537713,0.649552,0.590034,0.666022,0.506492,0.377184,0.52704,0.356885,0.345015,0.463166,0.501689,0.536963,0.35299,0.325567,0.389522,0.422515,0.402166,0.584834,0.463232,0.586353,0.675622,0.618633,0.707783,1
0.4002,0.404322,0.18029,0.279587,0.546424,0.505915,0.517755,0.383056,0.32748,0.451159,0.256942,0.277353,0.241503,0.317978,0.488246,0.28224,0.346845,0.235264,0.467781,0.567659,0.272106,0.4772,0.241034,0.378473,0.563218,0.50972,0.525557,0.433423,0.469194,0.428041,0.425058,0.296812,0.259781,0.432766,0.403817,0.233624,0.366099,0.34899,0.444098,0.520997,0.227567,0.528459,0.225769,0.296488,0.273855,0.541433,0.406147,0.448118,0.204115,0.301346,2
